,min1,max1,mean1,median1,std1,firstQuartile1,thirdQuartile1,min2,max2,mean2,median2,std2,firstQuartile2,thirdQuartile2,min3,max3,mean3,median3,std3,firstQuartile3,thirdQuartile3,min4,max4,mean4,median4,std4,firstQuartile4,thirdQuartile4,min5,max5,mean5,median5,std5,firstQuartile5,thirdQuartile5,min6,max6,mean6,median6,std6,firstQuartile6,thirdQuartile6,label
59,19.75,45.5,34.32275,35.25,4.752477031316844,31.0,38.0,0.0,13.47,4.456333333333331,3.9,2.599284126060265,2.49,5.97,6.25,22.25,15.209770833333332,15.25,2.7110223767669726,13.5,17.0,0.0,9.0,3.277229166666663,3.11,1.50004607778335,2.17,4.39,6.25,23.25,15.550458333333331,15.75,3.1198562340300238,13.5,17.75,0.0,9.67,3.4325624999999973,3.2,1.7327271926847894,2.1574999999999998,4.5649999999999995,0.0
60,19.5,46.0,34.54622916666667,35.25,4.84229350816215,31.25,37.8125,0.0,12.47,4.371958333333327,4.135,2.3604484372641146,2.49,5.8,7.0,22.67,15.185729166666665,15.25,2.757603549781887,13.25,17.0,0.0,8.34,3.028687499999997,2.86,1.6651843692394845,1.79,4.11,7.0,22.75,15.759541666666667,15.75,2.8231240558264434,14.0,17.75,0.0,10.0,3.3381250000000007,3.08,1.6567423530609375,2.16,4.335,0.0
61,23.5,46.25,34.87322916666667,35.25,4.531720097876091,31.75,38.25,0.0,14.82,4.380583333333324,3.925,2.435437414539569,2.5,5.9325,6.67,24.25,15.471187500000003,15.5,2.8130774324891115,13.5,17.25,0.0,9.9,3.2056875000000002,3.03,1.5193478528515143,2.0575,4.19,5.5,23.5,15.873895833333334,16.0,3.1310759103795056,13.75,18.0,0.0,9.51,3.4246458333333307,3.27,1.690959838972557,2.17,4.5,0.0
62,19.25,44.0,34.4731875,35.0,4.796705424484575,31.25,38.0,0.0,13.86,4.359312499999996,3.96,2.3887464384554966,2.49,5.8999999999999995,6.0,22.75,15.424708333333331,15.5,2.8020658793852,13.67,17.33,0.0,9.1,3.1882708333333327,3.03,1.602504215121308,2.05,4.0375,4.67,23.25,15.704166666666667,16.0,3.1563199240206394,13.73,17.75,0.43,9.0,3.34045833333333,3.09,1.699114161421211,2.12,4.375,0.0
63,18.0,46.0,35.19333333333332,36.0,4.751867947550034,32.0,38.75,0.0,16.2,4.321020833333333,3.88,2.6255161138080427,2.4800000000000004,5.87,5.67,24.5,15.462229166666669,15.67,3.1142221119923126,13.33,17.5,0.0,8.76,3.0728541666666658,2.86,1.5087137229064196,1.9124999999999999,4.09,6.25,23.5,16.101208333333336,16.33,3.207642198601944,14.25,18.5,0.0,8.5,3.2419583333333315,3.0149999999999997,1.7691824652470165,1.885,4.44,0.0
64,20.75,46.25,34.76333333333333,35.29,4.74220808365667,31.67,38.25,0.0,12.68,4.223791666666666,3.9,2.2780044279205445,2.49,5.7225,5.0,23.75,15.239020833333335,15.33,2.9208286065846374,13.5,17.25,0.0,9.2,3.2070624999999984,3.0,1.5904718632064376,2.05,4.195,6.0,25.5,16.2995625,16.25,3.1746807602150713,14.25,18.33,0.0,9.39,3.2882708333333333,3.27,1.6475277010299703,2.05,4.305,0.0
65,21.5,51.0,34.935812500000004,35.5,4.6459444867043596,32.0,38.0625,0.0,12.21,4.115749999999996,3.8449999999999998,2.3352426212727377,2.35,5.625,6.5,23.33,15.524520833333332,15.5,2.900248239966241,13.33,17.67,0.0,9.09,3.0927916666666633,2.87,1.5034457702438166,2.0575,3.84,6.33,25.0,15.997229166666665,16.25,3.19205780277653,14.2375,18.25,0.0,10.21,3.280020833333331,3.0149999999999997,1.7009176571462197,2.12,4.5,0.0
66,18.33,47.67,34.33304166666667,34.75,4.948769856038023,31.25,38.0,0.0,12.48,4.396958333333325,3.9,2.568679977144409,2.49,5.745,7.67,23.33,15.562895833333332,15.5,2.9677409200715883,13.67,17.5,0.0,9.01,3.198312499999997,2.9299999999999997,1.6762705480191968,2.05,4.245,6.67,24.0,15.864437500000001,16.0,3.000492669401746,13.75,18.0,0.0,8.01,3.261583333333332,2.98,1.6172896711183782,2.05,4.32,0.0
67,18.33,45.75,34.599875,35.125,4.7317896600826534,31.5,38.0,0.0,15.37,4.398833333333333,4.025,2.5385209091914573,2.55,5.7675,5.5,24.0,15.173666666666668,15.0,3.036746262631229,13.0,17.3725,0.0,9.18,3.1454999999999993,3.0149999999999997,1.5913463004691033,2.0374999999999996,4.157500000000001,6.5,23.25,16.0555625,16.0,2.905687766232461,14.0,18.25,0.0,8.86,3.2895416666666626,3.0149999999999997,1.680169553009909,2.12,4.26,0.0
68,15.5,43.67,34.225874999999995,34.75,4.441797589923912,31.25,37.25,0.0,17.24,4.354499999999998,3.9,2.518990618670896,2.49,5.765,7.67,23.0,15.606479166666665,15.5,2.81227370689409,13.75,17.5,0.0,9.2,3.365375,3.03,1.730792433484713,2.12,4.44,5.75,24.0,16.148000000000003,16.25,2.992920135830092,14.33,18.25,0.0,9.42,3.4795416666666648,3.27,1.7611462503638058,2.24,4.5375,0.0
