,min1,max1,mean1,median1,std1,firstQuartile1,thirdQuartile1,min2,max2,mean2,median2,std2,firstQuartile2,thirdQuartile2,min3,max3,mean3,median3,std3,firstQuartile3,thirdQuartile3,min4,max4,mean4,median4,std4,firstQuartile4,thirdQuartile4,min5,max5,mean5,median5,std5,firstQuartile5,thirdQuartile5,min6,max6,mean6,median6,std6,firstQuartile6,thirdQuartile6,min7,max7,mean7,median7,std7,firstQuartile7,thirdQuartile7,min8,max8,mean8,median8,std8,firstQuartile8,thirdQuartile8,min9,max9,mean9,median9,std9,firstQuartile9,thirdQuartile9,min10,max10,mean10,median10,std10,firstQuartile10,thirdQuartile10,min11,max11,mean11,median11,std11,firstQuartile11,thirdQuartile11,min12,max12,mean12,median12,std12,firstQuartile12,thirdQuartile12,min13,max13,mean13,median13,std13,firstQuartile13,thirdQuartile13,min14,max14,mean14,median14,std14,firstQuartile14,thirdQuartile14,min15,max15,mean15,median15,std15,firstQuartile15,thirdQuartile15,min16,max16,mean16,median16,std16,firstQuartile16,thirdQuartile16,min17,max17,mean17,median17,std17,firstQuartile17,thirdQuartile17,min18,max18,mean18,median18,std18,firstQuartile18,thirdQuartile18,min19,max19,mean19,median19,std19,firstQuartile19,thirdQuartile19,min20,max20,mean20,median20,std20,firstQuartile20,thirdQuartile20,min21,max21,mean21,median21,std21,firstQuartile21,thirdQuartile21,min22,max22,mean22,median22,std22,firstQuartile22,thirdQuartile22,min23,max23,mean23,median23,std23,firstQuartile23,thirdQuartile23,min24,max24,mean24,median24,std24,firstQuartile24,thirdQuartile24,min25,max25,mean25,median25,std25,firstQuartile25,thirdQuartile25,min26,max26,mean26,median26,std26,firstQuartile26,thirdQuartile26,min27,max27,mean27,median27,std27,firstQuartile27,thirdQuartile27,min28,max28,mean28,median28,std28,firstQuartile28,thirdQuartile28,min29,max29,mean29,median29,std29,firstQuartile29,thirdQuartile29,min30,max30,mean30,median30,std30,firstQuartile30,thirdQuartile30,label
21,24.5,29.75,28.269166666666667,29.0,1.2149521685769462,27.1875,29.0,0.0,1.48,0.2988541666666666,0.0,0.36598783353855596,0.0,0.4775,0.0,11.75,6.458854166666668,6.71,2.061705410470032,5.0,8.0,0.0,3.57,1.062395833333333,0.83,0.7762212717513599,0.5,1.3,4.75,12.25,9.273958333333336,9.0,1.575575737154127,8.5,10.33,0.0,3.54,0.7502083333333333,0.5,0.6146646140126324,0.43,1.0975000000000001,23.5,29.75,26.822916666666668,27.0,0.9364433460444244,26.5,27.0,0.0,1.79,0.3021874999999999,0.0,0.420411335229527,0.0,0.5,0.0,12.67,6.290104166666667,7.0,3.3236300683349747,4.0,8.0,0.0,2.29,0.6508333333333332,0.5,0.5641214252766333,0.3225,0.83,7.0,21.0,11.274375,9.25,3.6089901816961136,8.75,12.3125,0.0,1.79,0.5053124999999999,0.47,0.4493081304101135,0.0,0.84,23.75,28.33,26.672708333333333,27.0,0.9878658327469227,26.4375,27.0,0.0,1.58,0.40031249999999985,0.0,0.5013108146596648,0.0,0.83,0.0,13.25,7.525520833333334,7.0,3.5469888993613985,5.0,10.5625,0.0,3.42,1.0692708333333332,1.0,0.7336588118417051,0.47,1.5,0.0,14.75,7.289479166666669,6.75,3.633358709974957,4.33,10.3125,0.0,4.5,0.8210416666666663,0.71,0.7054949426006449,0.43,0.94,24.0,30.0,27.719895833333336,27.5,1.529834180757521,27.0,29.25,0.0,1.22,0.3988541666666667,0.43,0.33061305030970534,0.0,0.5,0.0,11.0,3.1305208333333336,2.835,2.425561408608288,1.0,4.5425,0.0,3.3,0.5714583333333332,0.47,0.6896390805367022,0.0,1.0,0.0,11.75,4.290416666666667,4.29,2.8614453163123024,2.5,6.0,0.0,2.55,0.7486458333333331,0.7649999999999999,0.6306464849938418,0.30000000000000004,1.09,26.75,30.0,29.0971875,29.25,0.822103467844593,28.75,29.75,0.0,1.25,0.4182291666666665,0.43,0.31776520557983234,0.0,0.5,0.0,13.0,6.985520833333332,6.875,3.870665350064894,3.75,10.69,0.0,5.02,0.9962499999999999,0.87,0.9383493345680015,0.43,1.48,0.0,17.0,9.556875,10.25,4.247646608479374,6.75,11.8125,0.0,3.3,0.8517708333333331,0.82,0.5861039871660401,0.4925,1.12,3.0
22,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,8.5,6.035208333333333,6.0,0.6069214449587995,5.75,6.25,0.0,0.71,0.25843749999999993,0.43,0.2317545349581841,0.0,0.44,1.0,5.67,2.9366666666666674,2.875,1.2620732038712432,2.0,4.0,0.0,1.8,0.6726041666666663,0.7649999999999999,0.40794283601521975,0.47,0.94,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,6.381145833333334,6.0,3.0238493661283954,4.1875,8.0,0.0,2.86,0.5447916666666665,0.47,0.5204653366619785,0.43,0.71,1.67,12.0,6.3097916666666665,5.585,2.5135564986548085,4.73,8.27,0.0,2.28,0.6977083333333333,0.5,0.3989129417400736,0.47,0.94,48.0,48.25,48.002604166666664,48.0,0.0255155181539914,48.0,48.0,0.0,0.43,0.004479166666666667,0.0,0.04388669122486533,0.0,0.0,0.0,9.0,3.1810416666666668,2.71,2.5850910517066965,1.0,5.5,0.0,2.45,0.37218749999999995,0.0,0.5256598922957894,0.0,0.5,0.0,10.25,8.151041666666666,9.0,2.283994874713885,8.31,9.25,0.0,2.5,0.4927083333333331,0.47,0.4562535748478072,0.0,0.5525,48.0,48.25,48.0078125,48.0,0.04372649744659831,48.0,48.0,0.0,0.43,0.0134375,0.0,0.0752095756081491,0.0,0.0,0.0,8.25,3.7734375000000004,3.75,2.1531860496653987,1.67,5.8125,0.0,2.12,0.37697916666666664,0.43,0.4689341100425557,0.0,0.47,8.5,12.0,10.057916666666666,10.0,0.6768221669050412,9.5,10.3725,0.0,1.3,0.7164583333333328,0.82,0.28992550464837363,0.5,0.94,48.0,48.25,48.010416666666664,48.0,0.050218819426201176,48.0,48.0,0.0,0.43,0.017916666666666668,0.0,0.08637636941306615,0.0,0.0,1.0,9.75,5.1319791666666665,5.25,2.1300801169966728,3.0,6.5,0.0,1.64,0.43416666666666653,0.43,0.37857813395489703,0.0,0.5525,9.0,12.0,10.6690625,10.75,0.8337462420021045,10.0,11.3725,0.0,1.3,0.6266666666666662,0.5,0.3321149663553165,0.45999999999999996,0.83,3.0
23,39.33,41.0,40.0078125,40.0,0.2801135225695392,39.75,40.0,0.0,1.0,0.8270833333333326,0.83,0.19677888561672818,0.82,1.0,12.0,13.33,12.144166666666669,12.0,0.26986806393092244,12.0,12.25,0.0,0.94,0.13864583333333333,0.0,0.24159391675709707,0.0,0.43,0.0,2.33,0.9633333333333333,1.0,0.6063257187296133,1.0,1.33,0.0,1.25,0.16927083333333334,0.0,0.2779293541121428,0.0,0.47,39.33,40.5,39.72895833333333,39.67,0.3042418676564548,39.5,40.0,0.0,1.0,0.616770833333333,0.5,0.1968087224835677,0.5,0.83,9.0,14.5,11.850624999999999,12.0,0.9251979162376702,11.5,12.0,0.0,1.63,0.36427083333333327,0.215,0.4404680400417779,0.0,0.5,0.0,12.75,6.029479166666665,6.29,3.1391786957374586,3.5,8.0625,0.0,3.11,0.8487499999999998,0.82,0.7093603493734039,0.43,1.145,39.0,40.0,39.54625,39.5,0.13913454298854633,39.5,39.67,0.0,0.83,0.5107291666666666,0.5,0.10673375425911699,0.47,0.5,3.33,14.5,10.963333333333333,11.875,1.9223295443791586,10.31,12.0,0.0,1.7,0.35697916666666657,0.43,0.37651621840141,0.0,0.4775,0.0,12.5,6.790729166666668,8.375,4.055428134914505,2.0,9.75,0.0,2.35,0.6407291666666665,0.5,0.563792131891228,0.3225,0.83,39.33,40.0,39.52552083333334,39.5,0.10865561037823485,39.5,39.5,0.0,0.5,0.4820833333333332,0.5,0.07227020448386973,0.4975,0.5,0.0,15.0,8.6625,8.875,3.844606064276765,6.0,12.0,0.0,2.12,0.43010416666666657,0.43,0.37851091840378565,0.0,0.5,0.0,13.5,9.016458333333334,9.875,3.3342231728945,6.73,11.75,0.0,2.36,0.6562499999999997,0.5,0.4095086915085597,0.47,0.83,39.0,40.0,39.53062500000001,39.5,0.1361950033862055,39.5,39.5,0.0,0.83,0.4813541666666665,0.5,0.09733955534667145,0.47,0.5,5.67,13.5,10.550416666666669,11.5,1.9239859484477948,9.0,12.0,0.0,2.49,0.4471874999999999,0.43,0.495216493061368,0.0,0.8225,0.0,14.5,6.097395833333334,5.67,3.4111977352588476,3.6275,7.75,0.0,3.49,0.8646874999999999,0.83,0.693675114497907,0.47,1.12,3.0
24,39.0,40.0,39.53343750000001,39.5,0.14416969624643597,39.5,39.5,0.0,1.0,0.4774999999999998,0.5,0.10309933891257757,0.47,0.5,0.0,11.0,5.626874999999999,6.0,1.8944796883243917,5.0,6.67,0.0,2.62,0.46510416666666643,0.43,0.5013581444786624,0.0,0.5,7.75,12.67,10.546354166666665,11.0,1.3116747990675015,9.5,11.525,0.0,1.87,0.5449999999999998,0.5,0.31638750391186266,0.43,0.7224999999999999,39.0,40.0,39.52312500000001,39.5,0.12294040062267281,39.5,39.5,0.0,0.5,0.47635416666666647,0.5,0.0871794252847681,0.47,0.5,1.5,12.0,8.56625,9.0,2.3235935191218933,7.3100000000000005,10.33,0.0,1.12,0.32427083333333323,0.43,0.27196263207583143,0.0,0.47,9.25,13.5,11.3603125,11.67,0.986903134077824,10.73,12.0,0.0,1.5,0.4783333333333332,0.47,0.326601855368007,0.43,0.5,39.0,40.0,39.4884375,39.5,0.17009797873114563,39.33,39.67,0.0,0.5,0.4617708333333331,0.47,0.08703290111901926,0.47,0.5,1.0,12.0,7.2856250000000005,7.875,3.5203575812692662,4.4575,10.5425,0.0,3.27,0.4719791666666664,0.43,0.5602792908647704,0.0,0.5,10.0,14.0,12.269687499999996,12.25,0.8297538672782181,12.0,12.67,0.0,1.3,0.5161458333333331,0.47,0.365750475170873,0.43,0.83,39.0,40.0,39.327187499999994,39.33,0.22086768187024766,39.25,39.5,0.0,0.5,0.36479166666666646,0.43,0.19594832383573754,0.43,0.5,0.0,12.2,5.069895833333333,4.835,3.7357734335649715,1.9375,7.5,0.0,1.63,0.3883333333333332,0.43,0.37036729043553684,0.0,0.5,0.0,13.33,7.183958333333334,7.33,3.337013943843134,4.875,9.25,0.0,2.87,0.8613541666666665,0.83,0.5477372012805652,0.5,1.12,39.0,40.0,39.29677083333333,39.25,0.2326483444879471,39.0,39.5,0.0,0.5,0.3301041666666665,0.43,0.21436562367608084,0.0,0.47,0.0,8.5,2.6570833333333335,2.29,2.418234639552131,0.75,4.0,0.0,1.63,0.34541666666666665,0.0,0.4187824876111996,0.0,0.5525,6.5,18.0,13.126979166666667,14.585,4.462013262805944,8.75,17.67,0.0,4.06,0.5127083333333332,0.44999999999999996,0.4778647224711781,0.43,0.71,3.0
25,39.0,56.25,42.871874999999996,42.0,3.8043397137867077,39.67,42.67,0.0,4.33,0.4389583333333333,0.43,0.5414492816150036,0.0,0.5,0.0,18.25,7.894583333333336,8.375,3.9626960297960525,4.6274999999999995,9.5,0.0,5.72,1.1055208333333335,0.87,1.0506047078673226,0.43,1.5,5.0,18.33,12.206250000000002,12.0,3.0218837798544422,10.9375,14.0,0.0,4.5,1.0792708333333338,0.87,0.9452588003088908,0.47,1.25,42.0,42.67,42.259791666666665,42.25,0.19564188103275623,42.0,42.5,0.0,0.5,0.3312499999999999,0.43,0.21016910484554796,0.0,0.4925,0.0,8.67,4.4078124999999995,4.71,2.107759200830164,3.1875,5.6899999999999995,0.0,4.32,1.0321874999999998,0.7649999999999999,1.0183983329099102,0.43,1.5,0.0,13.5,9.9028125,11.0,3.221685633696811,9.33,12.0,0.0,3.09,0.7998958333333337,0.5,0.6935196195633532,0.43,1.145,42.0,54.0,49.296875,54.0,5.658339781150242,42.25,54.0,0.0,8.49,0.22718750000000001,0.0,0.9005562060544345,0.0,0.1075,2.0,15.0,11.180520833333334,12.75,3.3651274691714037,8.5,14.0,0.0,2.05,0.6118749999999998,0.5,0.3997112444595078,0.43,0.83,8.5,21.0,16.634583333333335,19.0,4.264960520991261,12.0,20.5,0.0,5.72,0.5781249999999997,0.47,0.7986400447339408,0.43,0.5,54.0,54.0,54.0,54.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,14.5,12.248020833333335,12.33,1.0402698230865688,11.73,13.0,0.0,2.36,0.5536458333333331,0.47,0.43736801267213404,0.43,0.83,12.25,20.6,16.908645833333335,17.75,1.944629105371033,15.5,18.5,0.0,1.66,0.6215624999999997,0.5,0.36734990669301726,0.43,0.83,41.33,54.0,48.19708333333333,53.25,6.07985732461867,41.5,54.0,0.0,2.59,0.3741666666666667,0.215,0.5738323002166488,0.0,0.5,5.5,15.0,11.92875,12.0,1.5341634099472752,11.4375,12.8125,0.0,3.5,0.6254166666666666,0.43,0.7442239570489615,0.0,0.84,7.25,21.0,15.843333333333335,16.5,2.503242388611289,14.0,17.75,0.0,3.56,0.7519791666666661,0.8,0.5814385423316657,0.43,1.0,3.0
26,24.5,29.75,28.269166666666667,29.0,1.2149521685769462,27.1875,29.0,0.0,1.48,0.2988541666666666,0.0,0.36598783353855596,0.0,0.4775,0.0,11.75,6.461145833333334,6.71,2.0641526207300336,5.0,8.0,0.0,3.57,1.0672916666666663,0.83,0.7748826453309478,0.5,1.3,4.75,12.25,9.276041666666668,9.0,1.5750745874847805,8.5,10.33,0.0,3.54,0.7445833333333334,0.5,0.6190636676153783,0.43,1.0975000000000001,23.5,29.75,26.822916666666668,27.0,0.9364433460444244,26.5,27.0,0.0,1.79,0.3021874999999999,0.0,0.420411335229527,0.0,0.5,0.0,12.67,6.290104166666667,7.0,3.3236300683349747,4.0,8.0,0.0,2.29,0.6508333333333332,0.5,0.5641214252766333,0.3225,0.83,7.0,21.0,11.274375,9.25,3.6089901816961136,8.75,12.3125,0.0,1.79,0.5053124999999999,0.47,0.4493081304101135,0.0,0.84,23.75,28.33,26.672708333333333,27.0,0.9878658327469227,26.4375,27.0,0.0,1.58,0.40031249999999985,0.0,0.5013108146596648,0.0,0.83,0.0,13.25,7.525520833333334,7.0,3.5469888993613985,5.0,10.5625,0.0,3.42,1.0692708333333332,1.0,0.7336588118417051,0.47,1.5,0.0,14.75,7.289479166666669,6.75,3.633358709974957,4.33,10.3125,0.0,4.5,0.8210416666666663,0.71,0.7054949426006449,0.43,0.94,24.0,30.0,27.719895833333336,27.5,1.529834180757521,27.0,29.25,0.0,1.22,0.3988541666666667,0.43,0.33061305030970534,0.0,0.5,0.0,11.0,3.1305208333333336,2.835,2.425561408608288,1.0,4.5425,0.0,3.3,0.5714583333333332,0.47,0.6896390805367022,0.0,1.0,0.0,11.75,4.290416666666667,4.29,2.8614453163123024,2.5,6.0,0.0,2.55,0.7486458333333331,0.7649999999999999,0.6306464849938418,0.30000000000000004,1.09,26.75,30.0,29.0971875,29.25,0.822103467844593,28.75,29.75,0.0,1.25,0.4182291666666665,0.43,0.31776520557983234,0.0,0.5,0.0,13.0,6.985520833333332,6.875,3.870665350064894,3.75,10.69,0.0,5.02,0.9962499999999999,0.87,0.9383493345680015,0.43,1.48,0.0,17.0,9.556875,10.25,4.247646608479374,6.75,11.8125,0.0,3.3,0.8517708333333331,0.82,0.5861039871660401,0.4925,1.12,3.0
27,48.0,48.25,48.005208333333336,48.0,0.035893971540948956,48.0,48.0,0.0,0.43,0.008958333333333334,0.0,0.061737631050432215,0.0,0.0,0.0,12.0,7.125,8.25,2.735653871611531,5.9375,9.0,0.0,3.11,0.5470833333333333,0.43,0.7494263303096598,0.0,0.5525,0.0,10.5,7.876874999999999,8.75,2.205031715967154,6.73,9.3725,0.0,3.09,0.6169791666666663,0.48,0.5190783731346742,0.43,0.83,34.0,51.0,44.732708333333335,45.0,3.5061829535135165,41.5,48.0,0.0,4.85,0.46947916666666645,0.0,0.8129936489577357,0.0,0.5,0.0,23.0,10.899687499999999,12.0,4.894639915388647,7.5,14.3125,0.0,5.72,0.7147916666666667,0.47,0.8551281580363654,0.0,0.87,0.0,22.25,8.381354166666666,9.29,5.278627536893053,3.8325,11.0,0.0,4.97,0.9140625000000001,0.82,0.9325579740691728,0.43,1.25,39.67,40.67,40.35604166666666,40.5,0.21949933061481272,40.25,40.5,0.47,1.0,0.6480208333333329,0.5,0.20412906026730743,0.5,0.83,11.0,14.0,12.141458333333333,12.0,0.38839746101036504,12.0,12.25,0.0,1.0,0.1359375,0.0,0.2596863619425309,0.0,0.0,0.0,8.33,1.8128125000000006,1.71,1.5670345464401367,1.0,2.3725,0.0,2.95,0.41874999999999996,0.44999999999999996,0.5184719451375718,0.0,0.71,39.33,41.0,40.23854166666666,40.25,0.2563713555173913,40.0,40.3725,0.0,1.0,0.7170833333333326,0.83,0.22632494881506182,0.5,0.83,8.5,14.5,12.190104166666666,12.0,0.8645576840414324,12.0,12.5,0.0,1.5,0.17864583333333336,0.0,0.30786743487439566,0.0,0.43,0.0,8.25,1.7814583333333338,0.0,2.4614373118872814,0.0,2.67,0.0,2.83,0.35791666666666666,0.0,0.6172262515593738,0.0,0.4775,39.33,40.67,40.1978125,40.25,0.2626472644561827,40.0,40.33,0.0,1.0,0.7555208333333329,0.83,0.21340778751472464,0.5,0.94,12.0,14.0,12.193541666666667,12.0,0.4826810632000496,12.0,12.0,0.0,0.87,0.08385416666666666,0.0,0.19635290351634316,0.0,0.0,0.0,4.0,1.6673958333333332,1.5,0.7549266186599886,1.25,2.0,0.0,1.5,0.4388541666666665,0.47,0.35397850006571313,0.0,0.5525,3.0
28,39.33,41.0,40.0078125,40.0,0.2801135225695392,39.75,40.0,0.0,1.0,0.8270833333333326,0.83,0.19677888561672818,0.82,1.0,12.0,13.33,12.144166666666669,12.0,0.26986806393092244,12.0,12.25,0.0,0.94,0.13864583333333333,0.0,0.24159391675709707,0.0,0.43,0.0,2.33,0.9633333333333333,1.0,0.6063257187296133,1.0,1.33,0.0,1.25,0.16927083333333334,0.0,0.2779293541121428,0.0,0.47,39.33,40.5,39.72895833333333,39.67,0.3042418676564548,39.5,40.0,0.0,1.0,0.616770833333333,0.5,0.1968087224835677,0.5,0.83,9.0,14.5,11.850624999999999,12.0,0.9251979162376702,11.5,12.0,0.0,1.63,0.36427083333333327,0.215,0.4404680400417779,0.0,0.5,0.0,12.75,6.029479166666665,6.29,3.1391786957374586,3.5,8.0625,0.0,3.11,0.8487499999999998,0.82,0.7093603493734039,0.43,1.145,39.0,40.0,39.54625,39.5,0.13913454298854633,39.5,39.67,0.0,0.83,0.5107291666666666,0.5,0.10673375425911699,0.47,0.5,3.33,14.5,10.963333333333333,11.875,1.9223295443791586,10.31,12.0,0.0,1.7,0.35697916666666657,0.43,0.37651621840141,0.0,0.4775,0.0,12.5,6.790729166666668,8.375,4.055428134914505,2.0,9.75,0.0,2.35,0.6407291666666665,0.5,0.563792131891228,0.3225,0.83,39.33,40.0,39.52552083333334,39.5,0.10865561037823485,39.5,39.5,0.0,0.5,0.4820833333333332,0.5,0.07227020448386973,0.4975,0.5,0.0,15.0,8.6625,8.875,3.844606064276765,6.0,12.0,0.0,2.12,0.43010416666666657,0.43,0.37851091840378565,0.0,0.5,0.0,13.5,9.016458333333334,9.875,3.3342231728945,6.73,11.75,0.0,2.36,0.6562499999999997,0.5,0.4095086915085597,0.47,0.83,39.0,40.0,39.53062500000001,39.5,0.1361950033862055,39.5,39.5,0.0,0.83,0.4813541666666665,0.5,0.09733955534667145,0.47,0.5,5.67,13.5,10.550416666666669,11.5,1.9239859484477948,9.0,12.0,0.0,2.49,0.4471874999999999,0.43,0.495216493061368,0.0,0.8225,0.0,14.5,6.097395833333334,5.67,3.4111977352588476,3.6275,7.75,0.0,3.49,0.8646874999999999,0.83,0.693675114497907,0.47,1.12,3.0
29,39.33,40.0,39.52947916666667,39.5,0.11059047062465463,39.5,39.5,0.0,0.75,0.4874999999999998,0.5,0.05908067633151707,0.47,0.5,1.0,10.5,7.776666666666667,8.365,1.71837050515378,7.0,9.0,0.0,2.05,0.5542708333333329,0.47,0.4183822095233188,0.43,0.83,7.5,14.67,10.763958333333335,10.75,1.5998332012837524,9.5,11.67,0.0,1.79,0.5881249999999997,0.5,0.33645931168724214,0.43,0.83,39.33,40.33,39.58197916666667,39.5,0.17875958445657622,39.5,39.67,0.0,0.83,0.49916666666666637,0.5,0.12874018443252006,0.47,0.5,0.0,10.0,7.2084375,7.75,1.9638288745927457,6.25,8.5,0.0,4.0,0.8153124999999997,0.71,0.7049747335897932,0.43,1.12,8.67,15.0,12.085104166666673,12.0,1.3359861288215193,11.67,12.75,0.0,2.12,0.5736458333333331,0.485,0.47893328794128065,0.0,0.83,39.33,40.67,39.73447916666667,39.67,0.28313608330035717,39.5,40.0,0.0,1.0,0.5305208333333331,0.5,0.24331210103234072,0.47,0.7374999999999999,1.0,9.25,4.311458333333333,4.33,1.8166325000810921,2.75,5.5425,0.0,2.6,0.7341666666666663,0.5,0.6348255735018319,0.43,1.0225,11.5,16.25,13.20572916666667,13.0,1.1605395703284944,12.25,14.0,0.0,1.92,0.6202083333333329,0.5,0.47403082104252015,0.3225,0.8875,39.33,40.0,39.54229166666667,39.5,0.11194433923928183,39.5,39.525,0.0,0.83,0.4958333333333333,0.5,0.07510927711522657,0.47,0.5,1.0,12.0,5.728958333333334,5.125,2.7024267765207144,3.31,8.3125,0.0,4.03,0.8439583333333328,0.605,0.7916504799822587,0.43,1.0225,9.5,15.0,11.981666666666664,12.0,0.9266415495775636,11.5,12.25,0.0,2.05,0.5537499999999996,0.43,0.5298346315994317,0.0,0.87,0.0,40.0,39.14270833333334,39.5,4.040403700300691,39.5,39.67,0.0,0.83,0.4693749999999997,0.5,0.14106969162345548,0.47,0.5,0.0,13.25,7.724895833333334,7.875,2.7855484180022954,6.0,9.5425,0.0,3.5,1.1715624999999998,0.905,1.0039095452280546,0.43,1.8225,0.0,15.0,10.79166666666667,12.33,4.094131786804046,10.2475,13.33,0.0,3.19,0.7788541666666662,0.82,0.611414012186706,0.43,1.0,3.0
30,39.0,40.0,39.53343750000001,39.5,0.14416969624643597,39.5,39.5,0.0,1.0,0.4774999999999998,0.5,0.10309933891257757,0.47,0.5,0.0,11.0,5.626874999999999,6.0,1.8944796883243917,5.0,6.67,0.0,2.62,0.46510416666666643,0.43,0.5013581444786624,0.0,0.5,7.75,12.67,10.546354166666665,11.0,1.3116747990675015,9.5,11.525,0.0,1.87,0.5449999999999998,0.5,0.31638750391186266,0.43,0.7224999999999999,39.0,40.0,39.52312500000001,39.5,0.12294040062267281,39.5,39.5,0.0,0.5,0.47635416666666647,0.5,0.0871794252847681,0.47,0.5,1.5,12.0,8.56625,9.0,2.3235935191218933,7.3100000000000005,10.33,0.0,1.12,0.32427083333333323,0.43,0.27196263207583143,0.0,0.47,9.25,13.5,11.3603125,11.67,0.986903134077824,10.73,12.0,0.0,1.5,0.4783333333333332,0.47,0.326601855368007,0.43,0.5,39.0,40.0,39.4884375,39.5,0.17009797873114563,39.33,39.67,0.0,0.5,0.4617708333333331,0.47,0.08703290111901926,0.47,0.5,1.0,12.0,7.2856250000000005,7.875,3.5203575812692662,4.4575,10.5425,0.0,3.27,0.4719791666666664,0.43,0.5602792908647704,0.0,0.5,10.0,14.0,12.269687499999996,12.25,0.8297538672782181,12.0,12.67,0.0,1.3,0.5161458333333331,0.47,0.365750475170873,0.43,0.83,39.0,40.0,39.327187499999994,39.33,0.22086768187024766,39.25,39.5,0.0,0.5,0.36479166666666646,0.43,0.19594832383573754,0.43,0.5,0.0,12.2,5.069895833333333,4.835,3.7357734335649715,1.9375,7.5,0.0,1.63,0.3883333333333332,0.43,0.37036729043553684,0.0,0.5,0.0,13.33,7.183958333333334,7.33,3.337013943843134,4.875,9.25,0.0,2.87,0.8613541666666665,0.83,0.5477372012805652,0.5,1.12,39.0,40.0,39.29677083333333,39.25,0.2326483444879471,39.0,39.5,0.0,0.5,0.3301041666666665,0.43,0.21436562367608084,0.0,0.47,0.0,8.5,2.6570833333333335,2.29,2.418234639552131,0.75,4.0,0.0,1.63,0.34541666666666665,0.0,0.4187824876111996,0.0,0.5525,6.5,18.0,13.126979166666667,14.585,4.462013262805944,8.75,17.67,0.0,4.06,0.5127083333333332,0.44999999999999996,0.4778647224711781,0.43,0.71,3.0
31,39.0,40.0,39.325312499999995,39.33,0.24972386065201593,39.1875,39.5,0.0,0.5,0.33541666666666653,0.43,0.21225563865384336,0.0,0.47,1.0,7.5,4.0046875,4.125,1.4465122868654214,2.9175,5.0,0.0,2.06,0.5095833333333332,0.47,0.46732591279740715,0.0,0.82,7.0,18.0,14.916562499999998,16.75,3.647861328194486,14.875,17.0625,0.0,2.45,0.6162499999999996,0.5,0.3912631366551967,0.47,0.83,39.0,40.0,39.325625,39.33,0.240621180762582,39.0,39.5,0.0,0.5,0.34270833333333317,0.47,0.2114286201144698,0.0,0.5,0.0,9.0,2.2328124999999996,1.585,2.281913648961281,1.0,2.3725,0.0,1.41,0.27906249999999994,0.0,0.36613796112797065,0.0,0.47,8.5,18.0,15.767708333333331,16.0,1.4655923746976616,15.67,16.5,0.0,3.5,0.7038541666666663,0.71,0.41839887740532367,0.47,0.8875,39.0,40.0,39.31114583333333,39.25,0.2378494428333614,39.150000000000006,39.5,0.0,0.5,0.33833333333333315,0.43,0.2088397354138319,0.0,0.47,0.0,9.75,4.036562500000001,4.0,2.0138780750869176,2.75,5.0,0.0,2.49,0.559895833333333,0.47,0.461109633707913,0.43,0.83,9.67,18.33,16.503958333333333,17.0,1.9341803536255024,16.0,18.0,0.0,3.3,0.5215624999999998,0.47,0.5332311202767328,0.0,0.83,39.0,39.67,39.32906249999999,39.33,0.19976342916454715,39.25,39.5,0.0,0.5,0.38468749999999985,0.47,0.18144422442984345,0.43,0.5,1.25,11.33,5.5851041666666665,5.125,2.188478440326048,4.4575,6.3725000000000005,0.0,2.17,0.4748958333333331,0.47,0.3807222908095851,0.43,0.5,14.67,18.67,17.680729166666666,17.75,0.6637933172173822,17.5,18.0,0.0,1.48,0.41906249999999984,0.43,0.292269083389371,0.415,0.5,39.0,40.0,39.444375,39.5,0.20276931409077223,39.25,39.5,0.0,0.5,0.4308333333333331,0.47,0.1420353304207065,0.43,0.5,0.0,11.25,6.051875000000002,6.415,2.25303599265758,4.645,7.8125,0.0,3.54,0.6911458333333332,0.5,0.6954224309411801,0.43,0.84,13.0,18.0,16.192604166666666,16.33,1.061351913255886,15.5,17.0,0.0,2.05,0.6815624999999996,0.71,0.38680425656233003,0.47,0.87,3.0
